Index,Electrolyte,Cathode,Difference in TEC,Average TEC
505,Cs2Li1Nb1S4,Li1Mn1P1,0.073509747,0.612404645
506,Al1Li1S2,Li1Mn1P1,0.040171374,0.669245205
507,Li2S3Te1,Li1Mn1P1,0.20379424,0.751056638
508,F3La2Li1O8S2,Li1Mn1P1,0.061426957,0.61844604
509,B2Li2S5,Li1Mn1P1,0.139853069,0.579232984
510,Au1Li1O14S4,Li1Mn1P1,0.09880499,0.599757023
511,Cr1Li1S2,Li1Mn1P1,0.127961853,0.585178592
512,Er1Li1S2,Li1Mn1P1,0.088731779,0.693525408
513,F1Li1O3S1,Li1Mn1P1,0.013110771,0.655714904
514,Li1S2Ti1,Li1Mn1P1,0.134136372,0.582091332
515,Ho1Li1S2,Li1Mn1P1,0.017872425,0.658095731
516,Dy1Li1S2,Li1Mn1P1,0.005167129,0.646575954
517,Li1S2Y1,Li1Mn1P1,0.084964587,0.606677225
518,Cs2Li1S4V1,Li1Mn1P1,0.0460121,0.626153468
519,B1Li3S3,Li1Mn1P1,0.067711558,0.683015297
520,B1Cs1Li2S3,Li1Mn1P1,0.010807179,0.654563108
521,Li1Rb2S4V1,Li1Mn1P1,0.056125079,0.621096979
522,Li2S3U1,Li1Mn1P1,0.068596732,0.614861152
523,Cd1Ge1Li2S4,Li1Mn1P1,0.102697665,0.700508351
524,Cs1Li1O4S1,Li1Mn1P1,0.000840753,0.648739142
525,Li3P1S4,Li1Mn1P1,0.161130106,0.729724571
526,Li1Rb2S4Ta1,Li1Mn1P1,0.122628751,0.587845143
527,K1Li1S1,Li1Mn1P1,0.813340695,1.055829866
528,B3Ba1Li1S6,Li1Mn1P1,0.120395928,0.588961554
529,B1Ba1Li1S3,Li1Mn1P1,0.061405993,0.618456522
530,H1Li1O4S1,Li1Mn1P1,0.089011603,0.604653717
531,Eu1Ge1Li2S4,Li1Mn1P1,0.059882595,0.679100816
532,I1Li6P1S5,Li1Mn1P1,0.568994372,0.933656704
533,Li1P1S4Zn1,Li1Mn1P1,0.069757243,0.68403814
534,Li1Nb1Rb2S4,Li1Mn1P1,0.091574036,0.6033725
535,As1Li1S2,Li1Mn1P1,0.117370482,0.707844759
536,Li1Rb1S1,Li1Mn1P1,0.861694511,1.080006774
537,Li1O4Rb1S1,Li1Mn1P1,0.008220871,0.645049083
538,Ge1Li2Pb1S4,Li1Mn1P1,0.113203829,0.705761433
539,Au1Li3S2,Li1Mn1P1,0.639491372,0.968905204
540,F1Li1Ni1O4S1,Li1Mn1P1,0.048208417,0.62505531
541,As1Li3S3,Li1Mn1P1,0.285136686,0.791727861
542,Au1Li1S1,Li1Mn1P1,0.445838429,0.872078733
543,Li1Na1S1,Li1Mn1P1,0.684709756,0.991514396
544,F1Li1O4S1Zn1,Li1Mn1P1,0.011467507,0.654893272
545,H2Li2O5S1,Li1Mn1P1,0.021752699,0.638283169
546,As1Eu1Li1S3,Li1Mn1P1,0.063791115,0.681055076
547,H1Li1S1,Li1Mn1P1,0.401980261,0.850149649
548,Li1S6Ti3,Li1Mn1P1,0.156973883,0.570672577
549,Li9N1S3,Li1Mn1P1,0.466297296,0.882308166
550,K1Li1O4S1,Li1Mn1P1,0.024611181,0.636853928
551,Li1Mo1S2,Li1Mn1P1,0.212182332,0.543068352
552,F1Fe1Li1O4S1,Li1Mn1P1,0.079240885,0.609539076
553,Li7P3S11,Li1Mn1P1,0.122540406,0.710429721
554,Li1S2V1,Li1Mn1P1,0.166106039,0.566106499
555,Cs1H4Li1O5S1,Li1Mn1P1,0.189617989,0.743968513
556,Ga2Ge1Li2S6,Li1Mn1P1,0.057416142,0.677867589
557,Li1O5S2Ti2Y2,Li1Mn1P1,0.234679415,0.531819811
558,H4K1Li1N2O6S2,Li1Mn1P1,0.046901279,0.625708879
559,Cs1H4Li1N2O6S2,Li1Mn1P1,0.011640764,0.643339136
560,Li2O4S1,Li1Mn1P1,0.081977107,0.608170965
561,Li2S1,Li1Mn1P1,0.522341621,0.910330329
562,H5Li1N2O4S1,Li1Mn1P1,0.261261697,0.779790367
563,Li2O5S2Ti2Y2,Li1Mn1P1,0.221164858,0.538577089
564,C1F3Li1O3S1,Li1Mn1P1,0.063672221,0.617323408
565,Eu1Li1O8S2,Li1Mn1P1,0.165153922,0.566582557
566,Li1S1,Li1Mn1P1,0.943560979,1.120940008
567,Li1Nb1S2,Li1Mn1O4P1,0.075329857,0.448845943
568,Cs2Li1Nb1S4,Li1Mn1O4P1,0.0891389,0.531080321
569,Al1Li1S2,Li1Mn1O4P1,0.202820021,0.587920882
570,Li2S3Te1,Li1Mn1O4P1,0.366442887,0.669732315
571,F3La2Li1O8S2,Li1Mn1O4P1,0.10122169,0.537121716
572,B2Li2S5,Li1Mn1O4P1,0.022795578,0.49790866
573,Au1Li1O14S4,Li1Mn1O4P1,0.063843657,0.518432699
574,Cr1Li1S2,Li1Mn1O4P1,0.034686794,0.503854268
575,Er1Li1S2,Li1Mn1O4P1,0.251380426,0.612201084
576,F1Li1O3S1,Li1Mn1O4P1,0.175759418,0.57439058
577,Li1S2Ti1,Li1Mn1O4P1,0.028512275,0.500767009
578,Ho1Li1S2,Li1Mn1O4P1,0.180521072,0.576771407
579,Dy1Li1S2,Li1Mn1O4P1,0.157481518,0.56525163
580,Li1S2Y1,Li1Mn1O4P1,0.07768406,0.525352901
581,Cs2Li1S4V1,Li1Mn1O4P1,0.116636547,0.544829145
582,B1Li3S3,Li1Mn1O4P1,0.230360205,0.601690974
583,B1Cs1Li2S3,Li1Mn1O4P1,0.173455826,0.573238784
584,Li1Rb2S4V1,Li1Mn1O4P1,0.106523568,0.539772655
585,Li2S3U1,Li1Mn1O4P1,0.094051915,0.533536829
586,Cd1Ge1Li2S4,Li1Mn1O4P1,0.265346312,0.619184027
587,Cs1Li1O4S1,Li1Mn1O4P1,0.161807894,0.567414818
588,Li3P1S4,Li1Mn1O4P1,0.323778753,0.648400248
589,Li1Rb2S4Ta1,Li1Mn1O4P1,0.040019896,0.506520819
590,K1Li1S1,Li1Mn1O4P1,0.975989342,0.974505542
591,B3Ba1Li1S6,Li1Mn1O4P1,0.042252719,0.507637231
592,B1Ba1Li1S3,Li1Mn1O4P1,0.101242654,0.537132198
593,H1Li1O4S1,Li1Mn1O4P1,0.073637044,0.523329393
594,Eu1Ge1Li2S4,Li1Mn1O4P1,0.222531242,0.597776492
595,I1Li6P1S5,Li1Mn1O4P1,0.731643019,0.852332381
596,Li1P1S4Zn1,Li1Mn1O4P1,0.23240589,0.602713816
597,Li1Nb1Rb2S4,Li1Mn1O4P1,0.071074611,0.522048177
598,As1Li1S2,Li1Mn1O4P1,0.280019129,0.626520436
599,Li1Rb1S1,Li1Mn1O4P1,1.024343158,0.99868245
600,Li1O4Rb1S1,Li1Mn1O4P1,0.154427776,0.563724759
601,Ge1Li2Pb1S4,Li1Mn1O4P1,0.275852476,0.624437109
602,Au1Li3S2,Li1Mn1O4P1,0.802140019,0.887580881
603,F1Li1Ni1O4S1,Li1Mn1O4P1,0.11444023,0.543730986
604,As1Li3S3,Li1Mn1O4P1,0.447785333,0.710403538
605,Au1Li1S1,Li1Mn1O4P1,0.608487076,0.790754409
606,Li1Na1S1,Li1Mn1O4P1,0.847358403,0.910190073
607,F1Li1O4S1Zn1,Li1Mn1O4P1,0.174116154,0.573568948
608,H2Li2O5S1,Li1Mn1O4P1,0.140895948,0.556958845
609,As1Eu1Li1S3,Li1Mn1O4P1,0.226439762,0.599730752
610,H1Li1S1,Li1Mn1O4P1,0.564628908,0.768825325
611,Li1S6Ti3,Li1Mn1O4P1,0.005674764,0.489348253
612,Li9N1S3,Li1Mn1O4P1,0.628945943,0.800983843
613,K1Li1O4S1,Li1Mn1O4P1,0.138037466,0.555529604
614,Li1Mo1S2,Li1Mn1O4P1,0.049533685,0.461744029
615,F1Fe1Li1O4S1,Li1Mn1O4P1,0.083407762,0.528214752
616,Li7P3S11,Li1Mn1O4P1,0.285189053,0.629105398
617,Li1S2V1,Li1Mn1O4P1,0.003457392,0.484782175
618,Cs1H4Li1O5S1,Li1Mn1O4P1,0.352266636,0.662644189
619,Ga2Ge1Li2S6,Li1Mn1O4P1,0.220064789,0.596543266
620,Li1O5S2Ti2Y2,Li1Mn1O4P1,0.072030768,0.450495487
621,H4K1Li1N2O6S2,Li1Mn1O4P1,0.115747368,0.544384555
622,Cs1H4Li1N2O6S2,Li1Mn1O4P1,0.151007883,0.562014813
623,Li2O4S1,Li1Mn1O4P1,0.08067154,0.526846641
624,Li2S1,Li1Mn1O4P1,0.684990268,0.829006005
625,H5Li1N2O4S1,Li1Mn1O4P1,0.423910344,0.698466043
626,Li2O5S2Ti2Y2,Li1Mn1O4P1,0.058516211,0.457252766
627,C1F3Li1O3S1,Li1Mn1O4P1,0.098976426,0.535999084
628,Eu1Li1O8S2,Li1Mn1O4P1,0.002505275,0.485258233
629,Li1S1,Li1Mn1O4P1,1.106209626,1.039615684
630,Li1Nb1S2,Li1Mn1O4,0.102489965,0.462425997
631,Cs2Li1Nb1S4,Li1Mn1O4,0.061978792,0.544660375
632,Al1Li1S2,Li1Mn1O4,0.175659913,0.601500936
633,Li2S3Te1,Li1Mn1O4,0.339282779,0.683312369
634,F3La2Li1O8S2,Li1Mn1O4,0.074061582,0.55070177
635,B2Li2S5,Li1Mn1O4,0.00436453,0.511488714
636,Au1Li1O14S4,Li1Mn1O4,0.036683549,0.532012754
637,Cr1Li1S2,Li1Mn1O4,0.007526686,0.517434322
638,Er1Li1S2,Li1Mn1O4,0.224220318,0.625781138
639,F1Li1O3S1,Li1Mn1O4,0.14859931,0.587970634
640,Li1S2Ti1,Li1Mn1O4,0.001352167,0.514347063
641,Ho1Li1S2,Li1Mn1O4,0.153360964,0.590351461
642,Dy1Li1S2,Li1Mn1O4,0.13032141,0.578831684
643,Li1S2Y1,Li1Mn1O4,0.050523952,0.538932955
644,Cs2Li1S4V1,Li1Mn1O4,0.089476439,0.558409199
645,B1Li3S3,Li1Mn1O4,0.203200097,0.615271028
646,B1Cs1Li2S3,Li1Mn1O4,0.146295718,0.586818838
647,Li1Rb2S4V1,Li1Mn1O4,0.07936346,0.553352709
648,Li2S3U1,Li1Mn1O4,0.066891807,0.547116883
649,Cd1Ge1Li2S4,Li1Mn1O4,0.238186204,0.632764081
650,Cs1Li1O4S1,Li1Mn1O4,0.134647786,0.580994872
651,Li3P1S4,Li1Mn1O4,0.296618645,0.661980302
652,Li1Rb2S4Ta1,Li1Mn1O4,0.012859788,0.520100873
653,K1Li1S1,Li1Mn1O4,0.948829234,0.988085596
654,B3Ba1Li1S6,Li1Mn1O4,0.015092611,0.521217285
655,B1Ba1Li1S3,Li1Mn1O4,0.074082546,0.550712252
656,H1Li1O4S1,Li1Mn1O4,0.046476936,0.536909447
657,Eu1Ge1Li2S4,Li1Mn1O4,0.195371134,0.611356546
658,I1Li6P1S5,Li1Mn1O4,0.704482911,0.865912435
659,Li1P1S4Zn1,Li1Mn1O4,0.205245782,0.61629387
660,Li1Nb1Rb2S4,Li1Mn1O4,0.043914503,0.535628231
661,As1Li1S2,Li1Mn1O4,0.252859021,0.64010049
662,Li1Rb1S1,Li1Mn1O4,0.99718305,1.012262504
663,Li1O4Rb1S1,Li1Mn1O4,0.127267668,0.577304813
664,Ge1Li2Pb1S4,Li1Mn1O4,0.248692368,0.638017163
665,Au1Li3S2,Li1Mn1O4,0.774979911,0.901160935
666,F1Li1Ni1O4S1,Li1Mn1O4,0.087280122,0.55731104
667,As1Li3S3,Li1Mn1O4,0.420625225,0.723983592
668,Au1Li1S1,Li1Mn1O4,0.581326968,0.804334463
669,Li1Na1S1,Li1Mn1O4,0.820198295,0.923770127
670,F1Li1O4S1Zn1,Li1Mn1O4,0.146956046,0.587149002
671,H2Li2O5S1,Li1Mn1O4,0.11373584,0.570538899
672,As1Eu1Li1S3,Li1Mn1O4,0.199279654,0.613310806
673,H1Li1S1,Li1Mn1O4,0.5374688,0.782405379
674,Li1S6Ti3,Li1Mn1O4,0.021485344,0.502928307
675,Li9N1S3,Li1Mn1O4,0.601785835,0.814563897
676,K1Li1O4S1,Li1Mn1O4,0.110877358,0.569109658
677,Li1Mo1S2,Li1Mn1O4,0.076693793,0.475324083
678,F1Fe1Li1O4S1,Li1Mn1O4,0.056247654,0.541794806
679,Li7P3S11,Li1Mn1O4,0.258028945,0.642685452
680,Li1S2V1,Li1Mn1O4,0.0306175,0.498362229
681,Cs1H4Li1O5S1,Li1Mn1O4,0.325106528,0.676224243
682,Ga2Ge1Li2S6,Li1Mn1O4,0.192904681,0.61012332
683,Li1O5S2Ti2Y2,Li1Mn1O4,0.099190876,0.464075541
684,H4K1Li1N2O6S2,Li1Mn1O4,0.08858726,0.557964609
685,Cs1H4Li1N2O6S2,Li1Mn1O4,0.123847775,0.575594867
686,Li2O4S1,Li1Mn1O4,0.053511432,0.540426695
687,Li2S1,Li1Mn1O4,0.65783016,0.842586059
688,H5Li1N2O4S1,Li1Mn1O4,0.396750236,0.712046097
689,Li2O5S2Ti2Y2,Li1Mn1O4,0.085676319,0.47083282
690,C1F3Li1O3S1,Li1Mn1O4,0.071816318,0.549579138
691,Eu1Li1O8S2,Li1Mn1O4,0.029665383,0.498838288
692,Li1S1,Li1Mn1O4,1.079049518,1.053195738
693,Li1Nb1S2,Li2Mn1O4Si1,0.095806517,0.459084273
694,Cs2Li1Nb1S4,Li2Mn1O4Si1,0.06866224,0.541318651
695,Al1Li1S2,Li2Mn1O4Si1,0.182343361,0.598159212
696,Li2S3Te1,Li2Mn1O4Si1,0.345966227,0.679970645
697,F3La2Li1O8S2,Li2Mn1O4Si1,0.08074503,0.547360046
698,B2Li2S5,Li2Mn1O4Si1,0.002318918,0.50814699
699,Au1Li1O14S4,Li2Mn1O4Si1,0.043366997,0.52867103
700,Cr1Li1S2,Li2Mn1O4Si1,0.014210134,0.514092598
701,Er1Li1S2,Li2Mn1O4Si1,0.230903766,0.622439414
702,F1Li1O3S1,Li2Mn1O4Si1,0.155282758,0.58462891
703,Li1S2Ti1,Li2Mn1O4Si1,0.008035615,0.511005339
704,Ho1Li1S2,Li2Mn1O4Si1,0.160044412,0.587009737
705,Dy1Li1S2,Li2Mn1O4Si1,0.137004858,0.57548996
706,Li1S2Y1,Li2Mn1O4Si1,0.0572074,0.535591231
707,Cs2Li1S4V1,Li2Mn1O4Si1,0.096159887,0.555067475
708,B1Li3S3,Li2Mn1O4Si1,0.209883545,0.611929304
709,B1Cs1Li2S3,Li2Mn1O4Si1,0.152979166,0.583477114
710,Li1Rb2S4V1,Li2Mn1O4Si1,0.086046908,0.550010985
711,Li2S3U1,Li2Mn1O4Si1,0.073575255,0.543775159
712,Cd1Ge1Li2S4,Li2Mn1O4Si1,0.244869652,0.629422357
713,Cs1Li1O4S1,Li2Mn1O4Si1,0.141331234,0.577653148
714,Li3P1S4,Li2Mn1O4Si1,0.303302093,0.658638578
715,Li1Rb2S4Ta1,Li2Mn1O4Si1,0.019543236,0.516759149
716,K1Li1S1,Li2Mn1O4Si1,0.955512682,0.984743872
717,B3Ba1Li1S6,Li2Mn1O4Si1,0.021776059,0.517875561
718,B1Ba1Li1S3,Li2Mn1O4Si1,0.080765994,0.547370528
719,H1Li1O4S1,Li2Mn1O4Si1,0.053160384,0.533567723
720,Eu1Ge1Li2S4,Li2Mn1O4Si1,0.202054582,0.608014822
721,I1Li6P1S5,Li2Mn1O4Si1,0.711166359,0.862570711
722,Li1P1S4Zn1,Li2Mn1O4Si1,0.21192923,0.612952146
723,Li1Nb1Rb2S4,Li2Mn1O4Si1,0.050597951,0.532286507
724,As1Li1S2,Li2Mn1O4Si1,0.259542469,0.636758766
725,Li1Rb1S1,Li2Mn1O4Si1,1.003866498,1.00892078
726,Li1O4Rb1S1,Li2Mn1O4Si1,0.133951116,0.573963089
727,Ge1Li2Pb1S4,Li2Mn1O4Si1,0.255375816,0.634675439
728,Au1Li3S2,Li2Mn1O4Si1,0.781663359,0.897819211
729,F1Li1Ni1O4S1,Li2Mn1O4Si1,0.09396357,0.553969316
730,As1Li3S3,Li2Mn1O4Si1,0.427308673,0.720641868
731,Au1Li1S1,Li2Mn1O4Si1,0.588010416,0.800992739
732,Li1Na1S1,Li2Mn1O4Si1,0.826881743,0.920428403
733,F1Li1O4S1Zn1,Li2Mn1O4Si1,0.153639494,0.583807278
734,H2Li2O5S1,Li2Mn1O4Si1,0.120419288,0.567197175
735,As1Eu1Li1S3,Li2Mn1O4Si1,0.205963102,0.609969082
736,H1Li1S1,Li2Mn1O4Si1,0.544152248,0.779063655
737,Li1S6Ti3,Li2Mn1O4Si1,0.014801896,0.499586583
738,Li9N1S3,Li2Mn1O4Si1,0.608469283,0.811222173
739,K1Li1O4S1,Li2Mn1O4Si1,0.117560806,0.565767934
740,Li1Mo1S2,Li2Mn1O4Si1,0.070010345,0.471982359
741,F1Fe1Li1O4S1,Li2Mn1O4Si1,0.062931102,0.538453082
742,Li7P3S11,Li2Mn1O4Si1,0.264712393,0.639343728
743,Li1S2V1,Li2Mn1O4Si1,0.023934052,0.495020505
744,Cs1H4Li1O5S1,Li2Mn1O4Si1,0.331789976,0.672882519
745,Ga2Ge1Li2S6,Li2Mn1O4Si1,0.199588129,0.606781596
746,Li1O5S2Ti2Y2,Li2Mn1O4Si1,0.092507428,0.460733817
747,H4K1Li1N2O6S2,Li2Mn1O4Si1,0.095270708,0.554622885
748,Cs1H4Li1N2O6S2,Li2Mn1O4Si1,0.130531223,0.572253143
749,Li2O4S1,Li2Mn1O4Si1,0.06019488,0.537084971
750,Li2S1,Li2Mn1O4Si1,0.664513608,0.839244335
751,H5Li1N2O4S1,Li2Mn1O4Si1,0.403433684,0.708704373
752,Li2O5S2Ti2Y2,Li2Mn1O4Si1,0.078992871,0.467491096
753,C1F3Li1O3S1,Li2Mn1O4Si1,0.078499766,0.546237414
754,Eu1Li1O8S2,Li2Mn1O4Si1,0.022981935,0.495496564
755,Li1S1,Li2Mn1O4Si1,1.085732966,1.049854014
